,territory_name,epiweek,situation_name,value,epiyear
1,Alagoas,41.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
2,Amapá,41.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,41.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
4,Bahia,41.0,Dado estável. Sujeito a pequenas alterações.,0.06 (3.2 % do país),2016
5,Brasil,41.0,Dado estável. Sujeito a pequenas alterações.,0.13 (100.0 % do país),2016
6,Ceará,41.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2016
7,Distrito Federal,41.0,Dado estável. Sujeito a pequenas alterações.,0.27 (2.9 % do país),2016
8,Espírito Santo,41.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
9,Goiás,41.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.4 % do país),2016
10,Maranhão,41.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.7 % do país),2016
11,Mato Grosso,41.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
12,Mato Grosso do Sul,41.0,Dado estável. Sujeito a pequenas alterações.,0.15 (1.4 % do país),2016
13,Minas Gerais,41.0,Dado estável. Sujeito a pequenas alterações.,0.14 (10.4 % do país),2016
14,Paraná,41.0,Dado estável. Sujeito a pequenas alterações.,0.43 (17.3 % do país),2016
15,Paraíba,41.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.7 % do país),2016
16,Pará,41.0,Dado estável. Sujeito a pequenas alterações.,0.07 (2.2 % do país),2016
17,Pernambuco,41.0,Dado estável. Sujeito a pequenas alterações.,0.13 (4.3 % do país),2016
18,Piauí,41.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
19,Rio Grande do Norte,41.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.7 % do país),2016
20,Rio Grande do Sul,41.0,Dado estável. Sujeito a pequenas alterações.,0.45 (18.3 % do país),2016
21,Rio de Janeiro,41.0,Dado estável. Sujeito a pequenas alterações.,0.04 (2.5 % do país),2016
22,Rondônia,41.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,41.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
24,Santa Catarina,41.0,Dado estável. Sujeito a pequenas alterações.,0.23 (5.8 % do país),2016
25,Sergipe,41.0,Dado estável. Sujeito a pequenas alterações.,0.09 (0.7 % do país),2016
26,São Paulo,41.0,Dado estável. Sujeito a pequenas alterações.,0.16 (25.5 % do país),2016
27,Tocantins,41.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.4 % do país),2016
0,Acre,42.0,Dado estável. Sujeito a pequenas alterações.,1.22 (3.6 % do país),2016
1,Alagoas,42.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.7 % do país),2016
2,Amapá,42.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,42.0,Dado estável. Sujeito a pequenas alterações.,0.02 (0.4 % do país),2016
4,Bahia,42.0,Dado estável. Sujeito a pequenas alterações.,0.05 (2.9 % do país),2016
5,Brasil,42.0,Dado estável. Sujeito a pequenas alterações.,0.14 (100.0 % do país),2016
6,Ceará,42.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2016
7,Distrito Federal,42.0,Dado estável. Sujeito a pequenas alterações.,0.27 (2.9 % do país),2016
8,Espírito Santo,42.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
9,Goiás,42.0,Dado estável. Sujeito a pequenas alterações.,0.13 (3.2 % do país),2016
10,Maranhão,42.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,42.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
12,Mato Grosso do Sul,42.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.7 % do país),2016
13,Minas Gerais,42.0,Dado estável. Sujeito a pequenas alterações.,0.11 (8.6 % do país),2016
14,Paraná,42.0,Dado estável. Sujeito a pequenas alterações.,0.44 (17.9 % do país),2016
15,Paraíba,42.0,Dado estável. Sujeito a pequenas alterações.,0.13 (1.8 % do país),2016
16,Pará,42.0,Dado estável. Sujeito a pequenas alterações.,0.12 (3.6 % do país),2016
17,Pernambuco,42.0,Dado estável. Sujeito a pequenas alterações.,0.19 (6.5 % do país),2016
18,Piauí,42.0,Dado estável. Sujeito a pequenas alterações.,0.16 (1.8 % do país),2016
19,Rio Grande do Norte,42.0,Dado estável. Sujeito a pequenas alterações.,0.14 (1.8 % do país),2016
20,Rio Grande do Sul,42.0,Dado estável. Sujeito a pequenas alterações.,0.36 (14.7 % do país),2016
21,Rio de Janeiro,42.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.4 % do país),2016
22,Rondônia,42.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,42.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
24,Santa Catarina,42.0,Dado estável. Sujeito a pequenas alterações.,0.14 (3.6 % do país),2016
25,Sergipe,42.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.4 % do país),2016
26,São Paulo,42.0,Dado estável. Sujeito a pequenas alterações.,0.14 (22.2 % do país),2016
27,Tocantins,42.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.4 % do país),2016
0,Acre,43.0,Dado estável. Sujeito a pequenas alterações.,0.61 (2.1 % do país),2016
1,Alagoas,43.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
2,Amapá,43.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,43.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
4,Bahia,43.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.7 % do país),2016
5,Brasil,43.0,Dado estável. Sujeito a pequenas alterações.,0.12 (100.0 % do país),2016
6,Ceará,43.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.7 % do país),2016
7,Distrito Federal,43.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.8 % do país),2016
8,Espírito Santo,43.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
9,Goiás,43.0,Dado estável. Sujeito a pequenas alterações.,0.10 (2.9 % do país),2016
10,Maranhão,43.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,43.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
12,Mato Grosso do Sul,43.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.4 % do país),2016
13,Minas Gerais,43.0,Dado estável. Sujeito a pequenas alterações.,0.09 (7.5 % do país),2016
14,Paraná,43.0,Dado estável. Sujeito a pequenas alterações.,0.33 (15.4 % do país),2016
15,Paraíba,43.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.8 % do país),2016
16,Pará,43.0,Dado estável. Sujeito a pequenas alterações.,0.15 (5.0 % do país),2016
17,Pernambuco,43.0,Dado estável. Sujeito a pequenas alterações.,0.30 (11.7 % do país),2016
18,Piauí,43.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
19,Rio Grande do Norte,43.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
20,Rio Grande do Sul,43.0,Dado estável. Sujeito a pequenas alterações.,0.33 (15.4 % do país),2016
21,Rio de Janeiro,43.0,Dado estável. Sujeito a pequenas alterações.,0.04 (2.9 % do país),2016
22,Rondônia,43.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,43.0,Dado estável. Sujeito a pequenas alterações.,0.19 (0.4 % do país),2016
24,Santa Catarina,43.0,Dado estável. Sujeito a pequenas alterações.,0.20 (5.8 % do país),2016
25,Sergipe,43.0,Dado estável. Sujeito a pequenas alterações.,0.09 (0.8 % do país),2016
26,São Paulo,43.0,Dado estável. Sujeito a pequenas alterações.,0.12 (22.9 % do país),2016
27,Tocantins,43.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
0,Acre,44.0,Dado estável. Sujeito a pequenas alterações.,0.73 (2.5 % do país),2016
1,Alagoas,44.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
2,Amapá,44.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,44.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.8 % do país),2016
4,Bahia,44.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.8 % do país),2016
5,Brasil,44.0,Dado estável. Sujeito a pequenas alterações.,0.12 (100.0 % do país),2016
6,Ceará,44.0,Dado estável. Sujeito a pequenas alterações.,0.02 (0.8 % do país),2016
7,Distrito Federal,44.0,Dado estável. Sujeito a pequenas alterações.,0.13 (1.7 % do país),2016
8,Espírito Santo,44.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.8 % do país),2016
9,Goiás,44.0,Dado estável. Sujeito a pequenas alterações.,0.06 (1.7 % do país),2016
10,Maranhão,44.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,44.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.8 % do país),2016
12,Mato Grosso do Sul,44.0,Dado estável. Sujeito a pequenas alterações.,0.15 (1.7 % do país),2016
13,Minas Gerais,44.0,Dado estável. Sujeito a pequenas alterações.,0.09 (7.6 % do país),2016
14,Paraná,44.0,Dado estável. Sujeito a pequenas alterações.,0.26 (12.2 % do país),2016
15,Paraíba,44.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
16,Pará,44.0,Dado estável. Sujeito a pequenas alterações.,0.19 (6.8 % do país),2016
17,Pernambuco,44.0,Dado estável. Sujeito a pequenas alterações.,0.19 (7.6 % do país),2016
18,Piauí,44.0,Dado estável. Sujeito a pequenas alterações.,0.12 (1.7 % do país),2016
19,Rio Grande do Norte,44.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.8 % do país),2016
20,Rio Grande do Sul,44.0,Dado estável. Sujeito a pequenas alterações.,0.35 (16.9 % do país),2016
21,Rio de Janeiro,44.0,Dado estável. Sujeito a pequenas alterações.,0.04 (3.0 % do país),2016
22,Rondônia,44.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,44.0,Dado estável. Sujeito a pequenas alterações.,0.19 (0.4 % do país),2016
24,Santa Catarina,44.0,Dado estável. Sujeito a pequenas alterações.,0.22 (6.3 % do país),2016
25,Sergipe,44.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.4 % do país),2016
26,São Paulo,44.0,Dado estável. Sujeito a pequenas alterações.,0.13 (23.6 % do país),2016
27,Tocantins,44.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.4 % do país),2016
0,Acre,45.0,Dado estável. Sujeito a pequenas alterações.,0.49 (1.9 % do país),2016
1,Alagoas,45.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
2,Amapá,45.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,45.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
4,Bahia,45.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.4 % do país),2016
5,Brasil,45.0,Dado estável. Sujeito a pequenas alterações.,0.10 (100.0 % do país),2016
6,Ceará,45.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.5 % do país),2016
7,Distrito Federal,45.0,Dado estável. Sujeito a pequenas alterações.,0.10 (1.4 % do país),2016
8,Espírito Santo,45.0,Dado estável. Sujeito a pequenas alterações.,0.05 (1.0 % do país),2016
9,Goiás,45.0,Dado estável. Sujeito a pequenas alterações.,0.12 (3.9 % do país),2016
10,Maranhão,45.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,45.0,Dado estável. Sujeito a pequenas alterações.,0.12 (1.9 % do país),2016
12,Mato Grosso do Sul,45.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.5 % do país),2016
13,Minas Gerais,45.0,Dado estável. Sujeito a pequenas alterações.,0.06 (6.3 % do país),2016
14,Paraná,45.0,Dado estável. Sujeito a pequenas alterações.,0.31 (16.9 % do país),2016
15,Paraíba,45.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2016
16,Pará,45.0,Dado estável. Sujeito a pequenas alterações.,0.16 (6.3 % do país),2016
17,Pernambuco,45.0,Dado estável. Sujeito a pequenas alterações.,0.17 (7.7 % do país),2016
18,Piauí,45.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2016
19,Rio Grande do Norte,45.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2016
20,Rio Grande do Sul,45.0,Dado estável. Sujeito a pequenas alterações.,0.29 (15.9 % do país),2016
21,Rio de Janeiro,45.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.9 % do país),2016
22,Rondônia,45.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,45.0,Dado estável. Sujeito a pequenas alterações.,0.39 (1.0 % do país),2016
24,Santa Catarina,45.0,Dado estável. Sujeito a pequenas alterações.,0.16 (5.3 % do país),2016
25,Sergipe,45.0,Dado estável. Sujeito a pequenas alterações.,0.09 (1.0 % do país),2016
26,São Paulo,45.0,Dado estável. Sujeito a pequenas alterações.,0.11 (22.7 % do país),2016
27,Tocantins,45.0,Dado estável. Sujeito a pequenas alterações.,0.13 (1.0 % do país),2016
0,Acre,46.0,Dado estável. Sujeito a pequenas alterações.,0.49 (1.6 % do país),2016
1,Alagoas,46.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
2,Amapá,46.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,46.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
4,Bahia,46.0,Dado estável. Sujeito a pequenas alterações.,0.07 (4.4 % do país),2016
5,Brasil,46.0,Dado estável. Sujeito a pequenas alterações.,0.12 (100.0 % do país),2016
6,Ceará,46.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.6 % do país),2016
7,Distrito Federal,46.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.8 % do país),2016
8,Espírito Santo,46.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
9,Goiás,46.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.2 % do país),2016
10,Maranhão,46.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,46.0,Dado estável. Sujeito a pequenas alterações.,0.15 (2.0 % do país),2016
12,Mato Grosso do Sul,46.0,Dado estável. Sujeito a pequenas alterações.,0.22 (2.4 % do país),2016
13,Minas Gerais,46.0,Dado estável. Sujeito a pequenas alterações.,0.08 (6.5 % do país),2016
14,Paraná,46.0,Dado estável. Sujeito a pequenas alterações.,0.35 (15.7 % do país),2016
15,Paraíba,46.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.8 % do país),2016
16,Pará,46.0,Dado estável. Sujeito a pequenas alterações.,0.08 (2.8 % do país),2016
17,Pernambuco,46.0,Dado estável. Sujeito a pequenas alterações.,0.27 (10.1 % do país),2016
18,Piauí,46.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
19,Rio Grande do Norte,46.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
20,Rio Grande do Sul,46.0,Dado estável. Sujeito a pequenas alterações.,0.32 (14.5 % do país),2016
21,Rio de Janeiro,46.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.2 % do país),2016
22,Rondônia,46.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,46.0,Dado estável. Sujeito a pequenas alterações.,0.19 (0.4 % do país),2016
24,Santa Catarina,46.0,Dado estável. Sujeito a pequenas alterações.,0.23 (6.5 % do país),2016
25,Sergipe,46.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.4 % do país),2016
26,São Paulo,46.0,Dado estável. Sujeito a pequenas alterações.,0.14 (25.4 % do país),2016
27,Tocantins,46.0,Dado estável. Sujeito a pequenas alterações.,0.13 (0.8 % do país),2016
0,Acre,47.0,Dado estável. Sujeito a pequenas alterações.,0.61 (2.0 % do país),2016
1,Alagoas,47.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.8 % do país),2016
2,Amapá,47.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,47.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
4,Bahia,47.0,Dado estável. Sujeito a pequenas alterações.,0.03 (2.0 % do país),2016
5,Brasil,47.0,Dado estável. Sujeito a pequenas alterações.,0.12 (100.0 % do país),2016
6,Ceará,47.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.2 % do país),2016
7,Distrito Federal,47.0,Dado estável. Sujeito a pequenas alterações.,0.20 (2.4 % do país),2016
8,Espírito Santo,47.0,Dado estável. Sujeito a pequenas alterações.,0.08 (1.2 % do país),2016
9,Goiás,47.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.8 % do país),2016
10,Maranhão,47.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2016
11,Mato Grosso,47.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
12,Mato Grosso do Sul,47.0,Dado estável. Sujeito a pequenas alterações.,0.22 (2.4 % do país),2016
13,Minas Gerais,47.0,Dado estável. Sujeito a pequenas alterações.,0.10 (8.6 % do país),2016
14,Paraná,47.0,Dado estável. Sujeito a pequenas alterações.,0.40 (18.4 % do país),2016
15,Paraíba,47.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.8 % do país),2016
16,Pará,47.0,Dado estável. Sujeito a pequenas alterações.,0.16 (5.3 % do país),2016
17,Pernambuco,47.0,Dado estável. Sujeito a pequenas alterações.,0.21 (8.2 % do país),2016
18,Piauí,47.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
19,Rio Grande do Norte,47.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
20,Rio Grande do Sul,47.0,Dado estável. Sujeito a pequenas alterações.,0.38 (17.6 % do país),2016
21,Rio de Janeiro,47.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2016
22,Rondônia,47.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,47.0,Dado estável. Sujeito a pequenas alterações.,0.19 (0.4 % do país),2016
24,Santa Catarina,47.0,Dado estável. Sujeito a pequenas alterações.,0.07 (2.0 % do país),2016
25,Sergipe,47.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
26,São Paulo,47.0,Dado estável. Sujeito a pequenas alterações.,0.13 (23.3 % do país),2016
27,Tocantins,47.0,Dado estável. Sujeito a pequenas alterações.,0.13 (0.8 % do país),2016
0,Acre,48.0,Dado estável. Sujeito a pequenas alterações.,0.37 (1.2 % do país),2016
1,Alagoas,48.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
2,Amapá,48.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,48.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
4,Bahia,48.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.4 % do país),2016
5,Brasil,48.0,Dado estável. Sujeito a pequenas alterações.,0.12 (100.0 % do país),2016
6,Ceará,48.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.7 % do país),2016
7,Distrito Federal,48.0,Dado estável. Sujeito a pequenas alterações.,0.34 (4.1 % do país),2016
8,Espírito Santo,48.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
9,Goiás,48.0,Dado estável. Sujeito a pequenas alterações.,0.13 (3.7 % do país),2016
10,Maranhão,48.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,48.0,Dado estável. Sujeito a pequenas alterações.,0.12 (1.7 % do país),2016
12,Mato Grosso do Sul,48.0,Dado estável. Sujeito a pequenas alterações.,0.19 (2.1 % do país),2016
13,Minas Gerais,48.0,Dado estável. Sujeito a pequenas alterações.,0.16 (13.6 % do país),2016
14,Paraná,48.0,Dado estável. Sujeito a pequenas alterações.,0.28 (12.8 % do país),2016
15,Paraíba,48.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
16,Pará,48.0,Dado estável. Sujeito a pequenas alterações.,0.12 (4.1 % do país),2016
17,Pernambuco,48.0,Dado estável. Sujeito a pequenas alterações.,0.15 (5.8 % do país),2016
18,Piauí,48.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
19,Rio Grande do Norte,48.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.4 % do país),2016
20,Rio Grande do Sul,48.0,Dado estável. Sujeito a pequenas alterações.,0.24 (11.2 % do país),2016
21,Rio de Janeiro,48.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.8 % do país),2016
22,Rondônia,48.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,48.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
24,Santa Catarina,48.0,Dado estável. Sujeito a pequenas alterações.,0.17 (5.0 % do país),2016
25,Sergipe,48.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
26,São Paulo,48.0,Dado estável. Sujeito a pequenas alterações.,0.15 (26.9 % do país),2016
27,Tocantins,48.0,Dado estável. Sujeito a pequenas alterações.,0.46 (2.9 % do país),2016
0,Acre,49.0,Dado estável. Sujeito a pequenas alterações.,0.86 (3.0 % do país),2016
1,Alagoas,49.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
2,Amapá,49.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,49.0,Dado estável. Sujeito a pequenas alterações.,0.02 (0.4 % do país),2016
4,Bahia,49.0,Dado estável. Sujeito a pequenas alterações.,0.03 (2.1 % do país),2016
5,Brasil,49.0,Dado estável. Sujeito a pequenas alterações.,0.11 (100.0 % do país),2016
6,Ceará,49.0,Dado estável. Sujeito a pequenas alterações.,0.04 (1.7 % do país),2016
7,Distrito Federal,49.0,Dado estável. Sujeito a pequenas alterações.,0.24 (3.0 % do país),2016
8,Espírito Santo,49.0,Dado estável. Sujeito a pequenas alterações.,0.15 (2.6 % do país),2016
9,Goiás,49.0,Dado estável. Sujeito a pequenas alterações.,0.12 (3.4 % do país),2016
10,Maranhão,49.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,49.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.9 % do país),2016
12,Mato Grosso do Sul,49.0,Dado estável. Sujeito a pequenas alterações.,0.07 (0.9 % do país),2016
13,Minas Gerais,49.0,Dado estável. Sujeito a pequenas alterações.,0.13 (12.0 % do país),2016
14,Paraná,49.0,Dado estável. Sujeito a pequenas alterações.,0.33 (15.9 % do país),2016
15,Paraíba,49.0,Dado estável. Sujeito a pequenas alterações.,0.05 (0.9 % do país),2016
16,Pará,49.0,Dado estável. Sujeito a pequenas alterações.,0.15 (5.2 % do país),2016
17,Pernambuco,49.0,Dado estável. Sujeito a pequenas alterações.,0.18 (7.3 % do país),2016
18,Piauí,49.0,Dado estável. Sujeito a pequenas alterações.,0.06 (0.9 % do país),2016
19,Rio Grande do Norte,49.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
20,Rio Grande do Sul,49.0,Dado estável. Sujeito a pequenas alterações.,0.21 (10.3 % do país),2016
21,Rio de Janeiro,49.0,Dado estável. Sujeito a pequenas alterações.,0.02 (1.3 % do país),2016
22,Rondônia,49.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,49.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
24,Santa Catarina,49.0,Dado estável. Sujeito a pequenas alterações.,0.13 (3.9 % do país),2016
25,Sergipe,49.0,Dado estável. Sujeito a pequenas alterações.,0.04 (0.4 % do país),2016
26,São Paulo,49.0,Dado estável. Sujeito a pequenas alterações.,0.12 (22.7 % do país),2016
27,Tocantins,49.0,Dado estável. Sujeito a pequenas alterações.,0.20 (1.3 % do país),2016
0,Acre,50.0,Dado estável. Sujeito a pequenas alterações.,0.49 (2.2 % do país),2016
1,Alagoas,50.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
2,Amapá,50.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,50.0,Dado estável. Sujeito a pequenas alterações.,0.02 (0.6 % do país),2016
4,Bahia,50.0,Dado estável. Sujeito a pequenas alterações.,0.03 (2.8 % do país),2016
5,Brasil,50.0,Dado estável. Sujeito a pequenas alterações.,0.09 (100.0 % do país),2016
6,Ceará,50.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.7 % do país),2016
7,Distrito Federal,50.0,Dado estável. Sujeito a pequenas alterações.,0.07 (1.1 % do país),2016
8,Espírito Santo,50.0,Dado estável. Sujeito a pequenas alterações.,0.08 (1.7 % do país),2016
9,Goiás,50.0,Dado estável. Sujeito a pequenas alterações.,0.03 (1.1 % do país),2016
10,Maranhão,50.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,50.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
12,Mato Grosso do Sul,50.0,Dado estável. Sujeito a pequenas alterações.,0.22 (3.3 % do país),2016
13,Minas Gerais,50.0,Dado estável. Sujeito a pequenas alterações.,0.17 (19.4 % do país),2016
14,Paraná,50.0,Dado estável. Sujeito a pequenas alterações.,0.19 (11.7 % do país),2016
15,Paraíba,50.0,Dado estável. Sujeito a pequenas alterações.,0.05 (1.1 % do país),2016
16,Pará,50.0,Dado estável. Sujeito a pequenas alterações.,0.12 (5.6 % do país),2016
17,Pernambuco,50.0,Dado estável. Sujeito a pequenas alterações.,0.12 (6.1 % do país),2016
18,Piauí,50.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.6 % do país),2016
19,Rio Grande do Norte,50.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.6 % do país),2016
20,Rio Grande do Sul,50.0,Dado estável. Sujeito a pequenas alterações.,0.14 (8.9 % do país),2016
21,Rio de Janeiro,50.0,Dado estável. Sujeito a pequenas alterações.,0.05 (4.4 % do país),2016
22,Rondônia,50.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
23,Roraima,50.0,Dado estável. Sujeito a pequenas alterações.,0.39 (1.1 % do país),2016
24,Santa Catarina,50.0,Dado estável. Sujeito a pequenas alterações.,0.09 (3.3 % do país),2016
25,Sergipe,50.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
26,São Paulo,50.0,Dado estável. Sujeito a pequenas alterações.,0.09 (21.7 % do país),2016
27,Tocantins,50.0,Dado estável. Sujeito a pequenas alterações.,0.13 (1.1 % do país),2016
0,Acre,51.0,Dado estável. Sujeito a pequenas alterações.,0.24 (0.9 % do país),2016
1,Alagoas,51.0,Dado estável. Sujeito a pequenas alterações.,0.03 (0.5 % do país),2016
2,Amapá,51.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
3,Amazonas,51.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
4,Bahia,51.0,Dado estável. Sujeito a pequenas alterações.,0.01 (0.5 % do país),2016
5,Brasil,51.0,Dado estável. Sujeito a pequenas alterações.,0.10 (100.0 % do país),2016
6,Ceará,51.0,Dado estável. Sujeito a pequenas alterações.,0.08 (3.3 % do país),2016
7,Distrito Federal,51.0,Dado estável. Sujeito a pequenas alterações.,0.40 (5.6 % do país),2016
8,Espírito Santo,51.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
9,Goiás,51.0,Dado estável. Sujeito a pequenas alterações.,0.07 (2.3 % do país),2016
10,Maranhão,51.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
11,Mato Grosso,51.0,Dado estável. Sujeito a pequenas alterações.,0.00,2016
12,Mato Grosso do Sul,51.0,Dado estável. Sujeito a pequenas alterações.,0.11 (1.4 % do país),2016
